"region","avstånd från hållplats","bostadsbestånd","2014","2015","2016","2017","2018","2019","2020","2021"
"2182 Söderhamn","inom 2000 meter från hållplats","samtliga bostäder",12617,12619,12621,12778,12754,12794,12760,12606
"2183 Bollnäs","inom 2000 meter från hållplats","samtliga bostäder",12317,12323,12327,12411,12671,12603,12701,12778
"2184 Hudiksvall","inom 2000 meter från hållplats","samtliga bostäder",16172,16208,16213,16264,16831,16900,16919,16915
"2260 Ånge","inom 2000 meter från hållplats","samtliga bostäder",3548,3549,3527,3616,4249,4511,4306,4273
"2262 Timrå","inom 2000 meter från hållplats","samtliga bostäder",7525,7186,7516,7705,7988,8328,8471,8442
"2280 Härnösand","inom 2000 meter från hållplats","samtliga bostäder",11985,12002,12002,12100,12262,12284,12322,12314
"2281 Sundsvall","inom 2000 meter från hållplats","samtliga bostäder",44017,43201,44647,45870,47241,47573,47827,48409
"2282 Kramfors","inom 2000 meter från hållplats","samtliga bostäder",7431,7791,7801,7871,8169,8359,8143,8573
"2283 Sollefteå","inom 2000 meter från hållplats","samtliga bostäder",7215,8178,7213,7252,8297,8305,8308,8293
"2284 Örnsköldsvik","inom 2000 meter från hållplats","samtliga bostäder",21560,21842,21687,22271,23151,23229,23348,23205
"2303 Ragunda","inom 2000 meter från hållplats","samtliga bostäder",1913,1913,1961,1983,2315,2342,2264,2251
"2305 Bräcke","inom 2000 meter från hållplats","samtliga bostäder",2050,2050,2081,2040,2253,2183,2016,2014
"2309 Krokom","inom 2000 meter från hållplats","samtliga bostäder",3801,4164,4091,4108,4873,4880,4971,5090
"2313 Strömsund","inom 2000 meter från hållplats","samtliga bostäder",3676,3365,3371,3375,4057,4026,4017,4018
"2321 Åre","inom 2000 meter från hållplats","samtliga bostäder",4194,4294,4499,4791,5417,5681,5875,5932
"2326 Berg","inom 2000 meter från hållplats","samtliga bostäder",1895,1895,1906,1936,2210,2243,2234,2243
"2361 Härjedalen","inom 2000 meter från hållplats","samtliga bostäder",2806,3088,2742,3537,4547,4583,4465,4560
"2380 Östersund","inom 2000 meter från hållplats","samtliga bostäder",31399,31604,32165,32583,32980,33394,33698,33852
"2401 Nordmaling","inom 2000 meter från hållplats","samtliga bostäder",2332,2314,2315,2313,2549,2588,2508,2523
"2403 Bjurholm","inom 2000 meter från hållplats","samtliga bostäder",522,522,522,525,523,524,522,524
"2404 Vindeln","inom 2000 meter från hållplats","samtliga bostäder",1725,1561,1743,1743,1943,1955,1975,1956
"2409 Robertsfors","inom 2000 meter från hållplats","samtliga bostäder",2003,2017,1925,1951,2076,2085,2096,2087
"2417 Norsjö","inom 2000 meter från hållplats","samtliga bostäder",1499,1490,1424,1384,1511,1506,1513,1498
"2418 Malå","inom 2000 meter från hållplats","samtliga bostäder",1057,1057,1057,1100,1132,1133,1140,1143
"2421 Storuman","inom 2000 meter från hållplats","samtliga bostäder",1803,1807,1952,1970,2473,2520,2534,2588
"2422 Sorsele","inom 2000 meter från hållplats","samtliga bostäder",780,780,780,786,1008,1009,996,913
"2425 Dorotea","inom 2000 meter från hållplats","samtliga bostäder",877,877,877,878,934,927,927,1009
"2460 Vännäs","inom 2000 meter från hållplats","samtliga bostäder",3253,3256,3299,3381,3495,3550,3514,3532
"2462 Vilhelmina","inom 2000 meter från hållplats","samtliga bostäder",2295,2295,2296,2130,2283,2271,2273,2255
"2463 Åsele","inom 2000 meter från hållplats","samtliga bostäder",1051,1168,1051,1052,1175,1173,1170,1160
"2480 Umeå","inom 2000 meter från hållplats","samtliga bostäder",58479,59385,61097,62505,64499,65028,65889,66515
"2481 Lycksele","inom 2000 meter från hållplats","samtliga bostäder",5106,5104,5090,5008,5448,5460,5462,5469
"2482 Skellefteå","inom 2000 meter från hållplats","samtliga bostäder",30102,32043,32115,32327,32726,32601,32622,33050
"2505 Arvidsjaur","inom 2000 meter från hållplats","samtliga bostäder",2658,2658,2658,2668,2697,2702,2634,2627
"2506 Arjeplog","inom 2000 meter från hållplats","samtliga bostäder",948,948,1022,1013,1010,1011,967,962
"2510 Jokkmokk","inom 2000 meter från hållplats","samtliga bostäder",1888,1888,1847,1876,1865,1874,1865,1866
"2513 Överkalix","inom 2000 meter från hållplats","samtliga bostäder",860,860,860,842,1059,1316,1069,1063
"2514 Kalix","inom 2000 meter från hållplats","samtliga bostäder",5917,5552,6553,6635,6861,6864,6837,6855
"2518 Övertorneå","inom 2000 meter från hållplats","samtliga bostäder",1166,1166,1181,1188,1741,1743,1745,1735
"2521 Pajala","inom 2000 meter från hållplats","samtliga bostäder",1118,1156,1156,1145,1525,1637,1512,1515
"2523 Gällivare","inom 2000 meter från hållplats","samtliga bostäder",4584,4641,7929,8106,8585,9209,8355,8352
"2560 Älvsbyn","inom 2000 meter från hållplats","samtliga bostäder",2911,2919,3111,3122,3175,3187,3197,3187
"2580 Luleå","inom 2000 meter från hållplats","samtliga bostäder",36284,36749,36930,37510,38300,39105,39075,39682
"2581 Piteå","inom 2000 meter från hållplats","samtliga bostäder",17395,17405,17381,17561,18845,18773,18967,19094
"2582 Boden","inom 2000 meter från hållplats","samtliga bostäder",12529,12559,12608,12744,13540,13715,13725,13760
"2583 Haparanda","inom 2000 meter från hållplats","samtliga bostäder",3978,3659,3956,4008,4356,4244,4233,4251
"2584 Kiruna","inom 2000 meter från hållplats","samtliga bostäder",10032,10110,10166,10339,10891,11096,11096,11316
