"region","avstånd från hållplats","bostadsbestånd","2014","2015","2016","2017","2018","2019","2020","2021"
"2182 Söderhamn","inom 1000 meter från hållplats","samtliga bostäder",11915,11916,11921,12072,12073,12129,12095,11924
"2183 Bollnäs","inom 1000 meter från hållplats","samtliga bostäder",11306,11311,11315,11388,11613,11535,11625,11799
"2184 Hudiksvall","inom 1000 meter från hållplats","samtliga bostäder",15274,15303,15306,15356,16007,16070,16084,16092
"2260 Ånge","inom 1000 meter från hållplats","samtliga bostäder",2897,2903,2875,2952,3741,3989,3806,3772
"2262 Timrå","inom 1000 meter från hållplats","samtliga bostäder",7032,6182,7151,7334,7498,7791,7945,7905
"2280 Härnösand","inom 1000 meter från hållplats","samtliga bostäder",11584,11601,11601,11707,11830,11849,11888,11880
"2281 Sundsvall","inom 1000 meter från hållplats","samtliga bostäder",42199,41418,43254,44290,45652,46034,46272,46952
"2282 Kramfors","inom 1000 meter från hållplats","samtliga bostäder",5981,6520,6526,7075,7291,7447,7251,7611
"2283 Sollefteå","inom 1000 meter från hållplats","samtliga bostäder",6742,7592,6742,6763,7654,7658,7661,7626
"2284 Örnsköldsvik","inom 1000 meter från hållplats","samtliga bostäder",20160,20560,20168,21130,21881,21975,22119,22002
"2303 Ragunda","inom 1000 meter från hållplats","samtliga bostäder",1459,1459,1431,1449,1916,1936,1869,1855
"2305 Bräcke","inom 1000 meter från hållplats","samtliga bostäder",1905,1905,1898,1899,2076,1991,1864,1814
"2309 Krokom","inom 1000 meter från hållplats","samtliga bostäder",3643,3924,3898,3910,4580,4583,4680,4816
"2313 Strömsund","inom 1000 meter från hållplats","samtliga bostäder",2917,2707,2718,2719,3676,3651,3643,3649
"2321 Åre","inom 1000 meter från hållplats","samtliga bostäder",3789,3854,4158,4561,5184,5442,5607,5702
"2326 Berg","inom 1000 meter från hållplats","samtliga bostäder",1526,1526,1536,1550,1756,1790,1781,1791
"2361 Härjedalen","inom 1000 meter från hållplats","samtliga bostäder",2440,2659,2385,3000,3833,3856,3799,3865
"2380 Östersund","inom 1000 meter från hållplats","samtliga bostäder",30936,31132,31696,32108,32488,32892,33198,33355
"2401 Nordmaling","inom 1000 meter från hållplats","samtliga bostäder",2110,2104,2103,2101,2310,2332,2267,2273
"2403 Bjurholm","inom 1000 meter från hållplats","samtliga bostäder",489,489,489,491,489,490,487,494
"2404 Vindeln","inom 1000 meter från hållplats","samtliga bostäder",1560,1419,1529,1532,1725,1744,1831,1804
"2409 Robertsfors","inom 1000 meter från hållplats","samtliga bostäder",1746,1781,1708,1735,1828,1833,1843,1811
"2417 Norsjö","inom 1000 meter från hållplats","samtliga bostäder",1330,1327,1276,1205,1422,1417,1421,1417
"2418 Malå","inom 1000 meter från hållplats","samtliga bostäder",991,991,982,1025,1054,1056,1064,1068
"2421 Storuman","inom 1000 meter från hållplats","samtliga bostäder",1507,1639,1538,1557,2187,2209,2299,2307
"2422 Sorsele","inom 1000 meter från hållplats","samtliga bostäder",643,643,643,630,787,788,798,744
"2425 Dorotea","inom 1000 meter från hållplats","samtliga bostäder",728,728,728,731,880,874,873,814
"2460 Vännäs","inom 1000 meter från hållplats","samtliga bostäder",2801,2803,2835,3163,3303,3362,3294,3320
"2462 Vilhelmina","inom 1000 meter från hållplats","samtliga bostäder",1687,1918,1920,1763,1900,1892,1891,1868
"2463 Åsele","inom 1000 meter från hållplats","samtliga bostäder",968,1017,971,975,1028,1026,1026,1020
"2480 Umeå","inom 1000 meter från hållplats","samtliga bostäder",56976,57774,59498,61024,62931,63515,64398,65154
"2481 Lycksele","inom 1000 meter från hållplats","samtliga bostäder",4524,3219,3187,3177,4239,4094,4238,4096
"2482 Skellefteå","inom 1000 meter från hållplats","samtliga bostäder",23656,30351,30559,30838,31141,31241,31260,31738
"2505 Arvidsjaur","inom 1000 meter från hållplats","samtliga bostäder",2233,2233,2233,2238,2470,2472,2409,2413
"2506 Arjeplog","inom 1000 meter från hållplats","samtliga bostäder",700,700,706,699,695,696,656,653
"2510 Jokkmokk","inom 1000 meter från hållplats","samtliga bostäder",1524,1524,1396,1424,1457,1468,1459,1437
"2513 Överkalix","inom 1000 meter från hållplats","samtliga bostäder",532,532,532,514,752,1157,765,759
"2514 Kalix","inom 1000 meter från hållplats","samtliga bostäder",5130,4430,5907,5977,6318,6330,6295,6321
"2518 Övertorneå","inom 1000 meter från hållplats","samtliga bostäder",839,839,860,865,1290,1285,1284,1274
"2521 Pajala","inom 1000 meter från hållplats","samtliga bostäder",892,897,897,891,1200,1279,1191,1191
"2523 Gällivare","inom 1000 meter från hållplats","samtliga bostäder",3869,3923,7738,7909,8378,8754,7854,7783
"2560 Älvsbyn","inom 1000 meter från hållplats","samtliga bostäder",2511,2518,2708,2720,2880,2890,2879,2876
"2580 Luleå","inom 1000 meter från hållplats","samtliga bostäder",35728,36131,36221,36815,37630,38434,38400,39025
"2581 Piteå","inom 1000 meter från hållplats","samtliga bostäder",16615,16571,16618,16780,17866,17807,17975,18053
"2582 Boden","inom 1000 meter från hållplats","samtliga bostäder",12402,12428,12460,12598,13134,13304,13309,13344
"2583 Haparanda","inom 1000 meter från hållplats","samtliga bostäder",3263,2692,2895,2946,4011,3924,3908,3925
"2584 Kiruna","inom 1000 meter från hållplats","samtliga bostäder",9727,9789,9980,10143,10634,10921,10918,11142
